dataset,date,program,respondent,town,order_number,action,citation,description,reasons,pdf_url
tvbr-6b6t,2009-08-18,Site Remediation,"Drake Petroleum Company, Inc.",Mansfield,,"The consent order requires Drake Petroleum Company, Inc. to conduct a study investigating the problem, area and population affected by the pollution of the groundwater.  The consent order also requires Drake Petroleum Company, Inc. to operate, maintain and monitor the long-term treatment and quality of the groundwater, and provide potable drinking water supply for the affected area, including bottled water and providing for a connection to the public drinking water supply.  Finally, the consent order requires Drake Petroleum Company, Inc. to post a financial assurance mechanism for all of the requirements in the consent order, and reimburse the Department of Environmental Protection the amount of $30,507.05 for past costs incurred by providing a potable source of water to the affected area.",,,site_remediation_program,
